run_id,condition_id,condition_name,model,model_label,temperature,timestamp,attempts,parse_success,AAPL,MSFT,GOOGL,JNJ,UNH,PFE,JPM,GS,XOM,CVX,PG,KO,CAT,HON,AMZN,NVDA,V,LLY,BA,MMM
openai_fundamental_006_20260427T233632443857,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:36:34.323013,1,True,5.882353,8.235294,7.058824,3.529412,3.529412,4.705882,5.882353,4.705882,4.705882,4.117647,4.117647,3.529412,2.941176,2.941176,7.647059,8.823529,6.470588,6.470588,1.764706,2.941176
openai_technical_023_20260427T233636334252,2,technical,gpt-4o,openai,0.7,2026-04-27T23:36:50.265589,3,False,,,,,,,,,,,,,,,,,,,,
openai_control_003_20260427T233652277188,0,control,gpt-4o,openai,0.7,2026-04-27T23:36:54.499075,1,True,8.780488,8.780488,7.804878,4.878049,4.878049,3.414634,4.878049,3.414634,4.390244,4.390244,3.902439,3.414634,3.414634,3.414634,7.804878,7.804878,4.878049,4.878049,2.439024,2.439024
openai_control_015_20260427T233656510693,0,control,gpt-4o,openai,0.7,2026-04-27T23:36:58.494439,1,True,7.76699,7.76699,6.796117,4.854369,4.854369,3.883495,4.854369,3.883495,4.854369,4.854369,4.854369,3.883495,3.398058,3.398058,6.796117,7.76699,4.854369,4.854369,2.912621,2.912621
openai_technical_013_20260427T233700506039,2,technical,gpt-4o,openai,0.7,2026-04-27T23:37:07.858470,2,True,3.932584,7.865169,3.932584,3.932584,3.370787,3.370787,8.988764,4.494382,3.370787,3.370787,3.932584,7.865169,3.370787,3.370787,3.932584,3.932584,5.617978,8.988764,8.988764,3.370787
openai_fundamental_021_20260427T233709869941,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:37:19.288071,2,True,5.617978,7.303371,7.865169,3.370787,3.932584,4.494382,5.617978,5.05618,4.494382,3.370787,3.932584,3.370787,3.932584,3.370787,7.303371,9.550562,6.179775,6.179775,2.247191,2.808989
openai_fundamental_023_20260427T233721299975,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:37:24.090307,1,True,5.586592,7.26257,6.703911,4.469274,4.469274,6.145251,6.145251,5.027933,4.469274,3.910615,4.469274,3.910615,3.351955,3.351955,7.26257,8.379888,5.586592,5.586592,1.675978,2.234637
openai_fundamental_026_20260427T233726098711,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:37:28.701645,1,True,5.494505,9.340659,8.791209,3.296703,3.296703,4.395604,5.494505,4.945055,3.846154,3.296703,3.846154,3.296703,3.296703,3.296703,8.791209,9.340659,5.494505,5.494505,2.197802,2.747253
openai_fundamental_016_20260427T233730713117,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:37:47.811766,3,False,,,,,,,,,,,,,,,,,,,,
openai_combined_004_20260427T233749823395,3,combined,gpt-4o,openai,0.7,2026-04-27T23:37:52.763913,1,True,5.102041,7.142857,6.122449,4.081633,3.061224,4.591837,6.122449,4.081633,3.571429,3.061224,4.591837,5.102041,3.571429,3.061224,6.632653,8.163265,5.612245,7.653061,4.591837,4.081633
openai_control_002_20260427T233754775483,0,control,gpt-4o,openai,0.7,2026-04-27T23:37:57.995142,1,True,8.372093,8.372093,7.906977,4.651163,4.651163,3.72093,5.581395,3.72093,4.186047,4.186047,3.72093,3.255814,3.72093,3.255814,7.906977,7.44186,5.116279,4.186047,3.255814,2.790698
openai_technical_002_20260427T233759997240,2,technical,gpt-4o,openai,0.7,2026-04-27T23:38:02.710599,1,True,4.945055,7.142857,4.395604,4.395604,3.846154,3.846154,7.692308,4.945055,4.395604,3.846154,4.945055,7.142857,3.846154,3.846154,4.395604,3.846154,5.494505,6.593407,6.593407,3.846154
openai_fundamental_011_20260427T233804721931,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:38:07.291630,1,True,5.102041,7.142857,6.632653,4.081633,4.081633,6.122449,5.612245,5.102041,4.591837,4.081633,4.591837,4.081633,3.571429,3.571429,7.653061,8.163265,6.632653,5.102041,2.040816,2.040816
openai_technical_029_20260427T233809302637,2,technical,gpt-4o,openai,0.7,2026-04-27T23:38:16.111361,2,True,4.678363,8.187135,4.678363,3.508772,2.923977,2.923977,9.356725,4.093567,2.923977,3.508772,3.508772,9.356725,2.923977,3.508772,4.093567,4.093567,4.093567,8.187135,9.356725,4.093567
openai_combined_009_20260427T233818122850,3,combined,gpt-4o,openai,0.7,2026-04-27T23:38:20.121616,1,True,6.060606,7.070707,5.555556,4.040404,4.040404,3.535354,6.060606,5.050505,4.545455,4.040404,4.545455,5.050505,3.535354,3.535354,6.060606,6.565657,6.060606,6.565657,4.545455,3.535354
openai_technical_009_20260427T233822133225,2,technical,gpt-4o,openai,0.7,2026-04-27T23:38:37.440915,3,False,,,,,,,,,,,,,,,,,,,,
openai_technical_024_20260427T233839453143,2,technical,gpt-4o,openai,0.7,2026-04-27T23:38:41.708782,1,True,4.787234,7.446809,4.255319,4.255319,2.659574,2.659574,8.510638,4.787234,3.191489,3.191489,4.255319,7.978723,3.191489,3.191489,3.723404,3.723404,5.851064,7.446809,8.510638,6.382979
openai_fundamental_017_20260427T233843719755,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:38:45.499784,1,True,5.464481,8.196721,7.650273,3.825137,3.825137,4.918033,5.464481,4.918033,3.825137,3.278689,3.825137,3.278689,3.278689,3.278689,8.743169,10.928962,5.464481,5.464481,2.185792,2.185792
openai_combined_021_20260427T233847508801,3,combined,gpt-4o,openai,0.7,2026-04-27T23:38:49.493751,1,True,6.210526,6.526316,5.578947,4.315789,3.684211,3.578947,6.105263,5.052632,4.421053,3.789474,4.526316,5.263158,3.368421,3.894737,6.421053,8.210526,5.157895,6.736842,4.736842,2.421053
openai_control_025_20260427T233851505430,0,control,gpt-4o,openai,0.7,2026-04-27T23:38:54.410109,1,True,9.90099,9.90099,7.920792,4.950495,4.950495,2.970297,4.950495,3.960396,4.950495,3.960396,2.970297,2.970297,2.970297,2.970297,7.920792,7.920792,4.950495,3.960396,2.970297,1.980198
openai_technical_018_20260427T233856421582,2,technical,gpt-4o,openai,0.7,2026-04-27T23:39:09.927080,3,False,,,,,,,,,,,,,,,,,,,,
openai_fundamental_008_20260427T233911938822,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:39:18.628124,2,True,5.649718,7.344633,6.214689,3.954802,3.954802,4.519774,5.649718,5.084746,4.519774,3.954802,4.519774,3.954802,3.954802,3.954802,7.909605,9.039548,5.649718,6.214689,2.259887,1.694915
openai_control_013_20260427T233920639264,0,control,gpt-4o,openai,0.7,2026-04-27T23:39:22.699594,1,True,9.045226,9.045226,8.040201,5.025126,5.025126,4.020101,4.020101,3.517588,4.522613,4.522613,4.020101,3.517588,2.512563,2.512563,7.537688,8.040201,5.527638,4.522613,3.015075,2.01005
openai_combined_023_20260427T233924711169,3,combined,gpt-4o,openai,0.7,2026-04-27T23:39:27.217640,1,True,5.291005,6.878307,5.820106,4.232804,3.703704,3.174603,5.820106,4.232804,3.703704,3.174603,4.761905,5.820106,3.703704,3.174603,6.349206,8.465608,5.291005,7.936508,4.761905,3.703704
openai_control_022_20260427T233929227469,0,control,gpt-4o,openai,0.7,2026-04-27T23:39:31.311222,1,True,9.52381,9.52381,8.571429,4.761905,4.761905,2.857143,4.761905,3.809524,3.809524,2.857143,4.761905,2.857143,2.857143,2.857143,8.571429,9.52381,4.761905,4.761905,1.904762,1.904762
openai_technical_004_20260427T233933322727,2,technical,gpt-4o,openai,0.7,2026-04-27T23:39:35.984320,1,True,4.651163,7.55814,4.651163,4.069767,3.488372,3.488372,8.139535,4.651163,3.488372,3.488372,4.069767,8.139535,3.488372,3.488372,4.651163,4.651163,5.813953,6.976744,7.55814,3.488372
openai_fundamental_003_20260427T233937995909,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:39:40.488262,1,True,5.347594,8.55615,8.02139,3.743316,3.208556,3.208556,6.951872,4.812834,4.278075,3.208556,3.743316,3.208556,3.208556,2.673797,8.02139,10.695187,6.951872,5.882353,2.139037,2.139037
openai_control_000_20260427T233942493900,0,control,gpt-4o,openai,0.7,2026-04-27T23:39:44.125905,1,True,7.881773,7.881773,6.896552,4.926108,4.926108,3.448276,5.418719,3.940887,4.926108,4.433498,4.433498,3.940887,3.448276,3.448276,7.389163,7.389163,4.926108,4.433498,2.955665,2.955665
openai_fundamental_028_20260427T233946137461,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:39:48.371822,1,True,5.555556,7.777778,7.222222,3.333333,3.333333,4.444444,6.666667,5.0,4.444444,3.888889,3.888889,3.333333,3.888889,3.888889,8.333333,8.888889,6.111111,5.555556,2.222222,2.222222
openai_combined_019_20260427T233950377134,3,combined,gpt-4o,openai,0.7,2026-04-27T23:39:52.570915,1,True,6.5,8.0,6.0,4.0,3.5,4.5,6.5,5.0,4.0,3.5,4.5,5.0,3.5,3.5,6.0,7.5,5.5,7.0,3.5,2.5
openai_fundamental_025_20260427T233954577065,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:40:00.318392,2,True,5.847953,7.602339,8.187135,4.093567,3.508772,4.678363,7.017544,5.263158,4.678363,3.508772,4.093567,3.508772,2.923977,2.923977,8.77193,9.356725,6.432749,4.093567,1.754386,1.754386
openai_fundamental_007_20260427T234002329991,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:40:09.161451,2,True,5.888889,7.0,6.555556,4.444444,4.222222,5.0,6.555556,4.666667,5.111111,3.888889,4.555556,4.333333,3.777778,3.666667,7.555556,8.333333,5.777778,4.111111,2.0,2.555556
openai_combined_003_20260427T234011173294,3,combined,gpt-4o,openai,0.7,2026-04-27T23:40:13.041463,1,True,5.464481,8.743169,5.464481,4.371585,3.278689,3.278689,6.557377,4.918033,4.371585,3.825137,4.371585,4.918033,3.825137,3.825137,6.557377,6.557377,6.557377,6.557377,3.825137,2.73224
openai_fundamental_013_20260427T234015052423,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:40:17.557835,1,True,6.486486,7.027027,7.567568,3.783784,3.243243,4.864865,6.486486,5.945946,4.324324,3.783784,3.783784,3.243243,3.783784,3.243243,8.108108,8.648649,7.027027,5.405405,1.081081,2.162162
openai_technical_022_20260427T234019569657,2,technical,gpt-4o,openai,0.7,2026-04-27T23:40:21.274561,1,True,5.113636,7.386364,4.545455,4.545455,3.409091,3.409091,7.954545,5.681818,3.409091,3.409091,4.545455,7.386364,3.409091,3.409091,4.545455,4.545455,5.681818,6.818182,5.681818,5.113636
openai_fundamental_004_20260427T234023285585,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:40:25.649595,1,True,5.978261,7.391304,7.608696,3.26087,3.478261,4.891304,7.065217,5.434783,4.347826,3.804348,4.130435,3.478261,3.26087,3.26087,8.152174,8.695652,6.521739,5.434783,2.173913,1.630435
openai_technical_008_20260427T234027660017,2,technical,gpt-4o,openai,0.7,2026-04-27T23:40:29.691932,1,True,4.347826,7.608696,3.804348,4.347826,3.26087,3.26087,8.695652,4.347826,3.26087,3.804348,4.891304,8.695652,3.26087,3.26087,3.804348,4.347826,6.521739,8.152174,7.608696,2.717391
openai_combined_005_20260427T234031699525,3,combined,gpt-4o,openai,0.7,2026-04-27T23:40:34.246811,1,True,5.913978,6.989247,5.376344,4.301075,3.763441,3.225806,6.451613,4.83871,4.301075,3.763441,4.301075,4.83871,3.763441,3.225806,6.451613,7.526882,5.913978,6.989247,4.83871,3.225806
openai_combined_022_20260427T234036252158,3,combined,gpt-4o,openai,0.7,2026-04-27T23:40:38.241489,1,True,6.304348,7.282609,5.978261,3.804348,3.26087,3.26087,7.065217,4.347826,4.347826,3.804348,3.804348,4.891304,3.26087,3.26087,6.521739,7.608696,5.978261,7.608696,4.891304,2.717391
openai_combined_002_20260427T234040253246,3,combined,gpt-4o,openai,0.7,2026-04-27T23:40:42.484889,1,True,6.842105,8.421053,5.789474,4.210526,3.684211,3.157895,6.842105,4.736842,3.684211,3.157895,4.210526,5.263158,3.157895,3.157895,6.842105,8.421053,5.789474,6.315789,3.684211,2.631579
openai_combined_017_20260427T234044491623,3,combined,gpt-4o,openai,0.7,2026-04-27T23:40:46.331337,1,True,6.951872,7.486631,6.417112,4.278075,3.208556,2.673797,6.951872,4.812834,3.743316,3.208556,4.278075,5.347594,3.208556,3.743316,5.882353,8.55615,5.882353,5.882353,4.278075,3.208556
openai_control_001_20260427T234048343182,0,control,gpt-4o,openai,0.7,2026-04-27T23:40:50.735799,1,True,9.183673,8.673469,7.653061,5.102041,5.102041,3.061224,4.591837,4.081633,4.081633,3.571429,4.081633,3.571429,3.571429,3.061224,7.142857,8.163265,4.591837,5.102041,3.061224,2.55102
openai_technical_010_20260427T234052743469,2,technical,gpt-4o,openai,0.7,2026-04-27T23:41:04.928593,3,False,,,,,,,,,,,,,,,,,,,,
openai_fundamental_002_20260427T234106940499,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:41:09.373639,1,True,7.344633,9.039548,7.909605,3.954802,3.389831,4.519774,5.649718,3.954802,3.389831,2.824859,3.954802,3.389831,2.824859,3.389831,9.60452,13.559322,6.214689,2.824859,1.129944,1.129944
openai_technical_007_20260427T234111378008,2,technical,gpt-4o,openai,0.7,2026-04-27T23:41:13.878431,1,True,4.945055,8.791209,4.395604,3.846154,3.296703,3.296703,7.692308,4.395604,3.846154,3.296703,4.395604,8.791209,3.846154,3.846154,4.395604,4.395604,5.494505,7.142857,5.494505,4.395604
openai_fundamental_029_20260427T234115890080,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:41:22.687548,2,True,6.629834,8.287293,7.734807,3.867403,3.314917,4.972376,6.629834,3.867403,4.41989,3.314917,4.41989,3.867403,3.314917,3.867403,7.18232,8.839779,6.077348,5.524862,1.657459,2.209945
openai_combined_015_20260427T234124692719,3,combined,gpt-4o,openai,0.7,2026-04-27T23:41:26.675274,1,True,7.222222,8.888889,6.666667,3.333333,2.777778,2.222222,7.222222,3.888889,3.888889,2.777778,4.444444,6.111111,3.333333,2.777778,7.777778,8.333333,5.0,5.555556,4.444444,3.333333
openai_fundamental_018_20260427T234128677187,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:41:30.977789,1,True,5.434783,7.608696,7.065217,3.26087,3.804348,4.347826,6.521739,5.434783,5.434783,3.26087,3.804348,3.26087,2.717391,3.26087,8.695652,10.869565,7.065217,4.891304,1.086957,2.173913
openai_fundamental_019_20260427T234132988299,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:41:35.891782,1,True,6.086957,7.826087,7.391304,3.804348,3.804348,4.347826,6.521739,4.891304,4.347826,3.26087,4.347826,3.804348,3.804348,3.26087,7.065217,8.695652,5.434783,5.978261,2.173913,3.152174
openai_control_008_20260427T234137898830,0,control,gpt-4o,openai,0.7,2026-04-27T23:41:40.298407,1,True,8.585859,8.585859,6.060606,5.050505,5.050505,4.040404,5.050505,4.040404,4.545455,4.545455,4.040404,4.040404,3.535354,3.535354,6.060606,7.070707,5.555556,5.555556,3.030303,2.020202
openai_technical_016_20260427T234142309951,2,technical,gpt-4o,openai,0.7,2026-04-27T23:41:55.925680,3,False,,,,,,,,,,,,,,,,,,,,
openai_fundamental_024_20260427T234157937338,1,fundamental,gpt-4o,openai,0.7,2026-04-27T23:41:59.973100,1,True,5.202312,8.092486,9.248555,3.468208,4.046243,4.624277,5.780347,4.624277,4.046243,3.468208,4.046243,3.468208,3.468208,2.890173,8.67052,9.82659,7.514451,3.468208,1.734104,2.312139
openai_technical_027_20260427T234201983831,2,technical,gpt-4o,openai,0.7,2026-04-27T23:42:05.026690,1,True,5.0,7.777778,4.444444,4.444444,2.777778,3.333333,8.333333,4.444444,3.333333,3.333333,4.444444,8.333333,3.333333,3.333333,4.444444,5.0,6.111111,7.777778,6.111111,3.888889
openai_combined_011_20260427T234207038063,3,combined,gpt-4o,openai,0.7,2026-04-27T23:42:09.175942,1,True,5.882353,7.647059,5.882353,4.705882,4.117647,3.529412,6.470588,5.294118,3.529412,2.941176,4.705882,4.705882,3.529412,3.529412,6.470588,8.823529,5.882353,5.294118,4.705882,2.352941
openai_control_020_20260427T234211187323,0,control,gpt-4o,openai,0.7,2026-04-27T23:42:15.114258,1,True,9.21659,9.21659,7.373272,4.608295,4.608295,3.686636,5.069124,4.147465,4.608295,4.608295,3.686636,3.225806,3.225806,2.764977,6.912442,7.373272,4.608295,4.608295,3.225806,3.225806
openai_technical_020_20260427T234217125611,2,technical,gpt-4o,openai,0.7,2026-04-27T23:42:19.309177,1,True,5.05618,7.303371,5.05618,3.932584,3.370787,3.370787,8.426966,5.617978,3.932584,3.932584,3.932584,7.303371,3.370787,3.370787,4.494382,4.494382,5.05618,6.741573,7.865169,3.370787
openai_control_019_20260427T234221319959,0,control,gpt-4o,openai,0.7,2026-04-27T23:42:23.611795,1,True,8.056872,7.582938,6.635071,4.739336,4.739336,3.791469,5.21327,4.265403,4.739336,4.265403,4.265403,3.791469,4.265403,3.317536,7.109005,7.582938,5.21327,4.739336,3.317536,2.369668
openai_control_014_20260427T234225615376,0,control,gpt-4o,openai,0.7,2026-04-27T23:42:28.122819,1,True,8.163265,8.163265,6.632653,5.102041,5.102041,3.571429,5.102041,4.591837,4.591837,4.591837,4.591837,4.081633,3.571429,3.571429,6.632653,6.632653,4.591837,4.591837,3.061224,3.061224
openai_combined_020_20260427T234230132734,3,combined,gpt-4o,openai,0.7,2026-04-27T23:42:32.111492,1,True,6.145251,6.703911,5.027933,4.469274,3.910615,3.351955,6.145251,4.469274,3.910615,3.351955,4.469274,5.027933,3.910615,3.351955,6.145251,7.821229,5.586592,7.821229,5.586592,2.793296
openai_control_006_20260427T234234123501,0,control,gpt-4o,openai,0.7,2026-04-27T23:42:36.000683,1,True,8.0,8.0,7.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,8.0,7.0,5.0,5.0,3.0,2.0
openai_combined_006_20260427T234238006147,3,combined,gpt-4o,openai,0.7,2026-04-27T23:42:43.580695,1,True,6.043956,7.142857,5.494505,4.945055,4.395604,4.945055,6.043956,4.945055,4.395604,3.846154,4.395604,4.945055,3.846154,3.296703,5.494505,6.593407,6.043956,6.043956,3.846154,3.296703
openai_control_011_20260427T234245592473,0,control,gpt-4o,openai,0.7,2026-04-27T23:42:47.983504,1,True,9.90099,9.90099,7.920792,4.950495,4.950495,2.970297,4.950495,2.970297,3.960396,3.960396,3.960396,2.970297,3.960396,2.970297,7.920792,7.920792,4.950495,3.960396,2.970297,1.980198
openai_technical_003_20260427T234249995129,2,technical,gpt-4o,openai,0.7,2026-04-27T23:43:00.577901,3,True,5.172414,8.045977,4.597701,3.448276,2.873563,2.873563,9.195402,4.597701,3.448276,4.022989,3.448276,8.62069,2.873563,3.448276,4.022989,4.022989,6.321839,8.045977,7.471264,3.448276
openai_technical_005_20260427T234302589769,2,technical,gpt-4o,openai,0.7,2026-04-27T23:43:12.557636,3,True,4.064171,6.524064,3.957219,4.278075,3.850267,3.957219,8.02139,4.491979,4.064171,4.171123,4.278075,8.02139,3.850267,3.957219,4.171123,4.278075,4.59893,8.02139,6.951872,4.491979
openai_control_017_20260427T234314561192,0,control,gpt-4o,openai,0.7,2026-04-27T23:43:16.552765,1,True,8.247423,8.247423,7.731959,5.154639,5.154639,3.608247,4.123711,3.092784,4.639175,4.123711,4.639175,4.123711,3.608247,3.092784,7.731959,7.216495,5.154639,4.639175,3.092784,2.57732
gemini_control_009_20260428T195747043792,0,control,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T19:57:58.021237,1,True,8.0,10.0,8.0,4.0,6.0,2.0,5.0,3.0,4.0,3.0,3.5,3.0,3.5,2.5,8.0,12.0,5.0,7.0,1.5,1.0
gemini_technical_024_20260428T195800027134,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T19:58:10.498586,1,True,1.149425,9.195402,1.149425,2.528736,1.149425,1.149425,13.793103,2.873563,1.149425,1.724138,3.103448,16.666667,1.149425,1.149425,1.149425,1.149425,4.597701,10.689655,13.218391,11.264368
gemini_combined_005_20260428T195812501094,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T19:58:26.172016,1,True,2.645503,11.111111,7.407407,2.116402,1.587302,2.645503,11.640212,3.174603,3.174603,2.116402,3.703704,8.465608,2.116402,2.645503,5.291005,8.994709,4.761905,10.05291,4.232804,2.116402
gemini_combined_024_20260428T195828178766,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T19:58:40.202790,1,True,3.389831,10.734463,5.649718,3.954802,1.694915,1.129944,10.169492,2.824859,2.259887,1.129944,4.519774,9.039548,1.694915,2.259887,4.519774,7.344633,5.084746,12.429379,5.649718,4.519774
gemini_combined_002_20260428T195842206909,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T19:58:55.357823,1,True,4.444444,11.666667,6.111111,2.777778,1.666667,2.222222,11.111111,3.333333,3.888889,2.222222,4.444444,9.444444,1.666667,2.777778,5.0,6.666667,5.555556,10.555556,2.222222,2.222222
gemini_fundamental_000_20260428T195857364556,1,fundamental,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T19:59:09.386966,1,True,6.878307,8.994709,9.52381,1.587302,1.587302,3.703704,6.349206,4.232804,5.820106,4.761905,3.174603,2.116402,4.232804,3.174603,7.407407,11.111111,5.291005,4.761905,1.058201,4.232804
gemini_combined_003_20260428T195911393266,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T19:59:24.130840,1,True,4.324324,12.432432,7.567568,2.162162,1.621622,1.621622,8.648649,2.702703,2.162162,1.621622,3.243243,7.027027,2.162162,2.162162,4.864865,10.27027,5.405405,10.810811,6.486486,2.702703
gemini_technical_027_20260428T195926133186,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:00:29.767606,3,True,2.986612,6.07621,2.986612,6.07621,1.544799,2.986612,8.341916,4.531411,3.810505,2.986612,6.07621,12.15242,1.544799,2.986612,1.544799,2.986612,8.341916,9.886715,7.621009,4.531411
gemini_combined_006_20260428T200031774423,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:00:42.668122,1,True,2.702703,11.351351,4.324324,2.162162,1.621622,2.162162,10.27027,3.243243,2.702703,1.621622,4.324324,8.648649,2.162162,2.702703,3.243243,6.486486,4.324324,11.891892,7.027027,7.027027
gemini_combined_019_20260428T200044673395,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:00:56.421749,1,True,2.793296,12.849162,7.821229,2.234637,1.675978,3.351955,10.055866,3.910615,2.234637,1.675978,3.351955,8.938547,1.675978,2.234637,4.469274,9.497207,5.586592,10.614525,2.793296,2.234637
gemini_fundamental_017_20260428T200058428499,1,fundamental,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:01:09.909393,1,True,6.0,7.157895,7.684211,2.315789,2.315789,5.684211,7.157895,6.421053,4.842105,4.315789,3.894737,2.421053,4.421053,3.684211,7.368421,9.684211,5.263158,5.368421,1.157895,2.842105
gemini_technical_019_20260428T200111915762,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:01:22.302509,1,True,1.714286,9.142857,1.714286,3.428571,1.714286,1.714286,13.714286,3.428571,1.714286,2.857143,4.0,13.714286,1.714286,1.714286,1.714286,1.714286,4.571429,11.428571,11.428571,6.857143
gemini_technical_028_20260428T200124309427,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:01:34.995726,1,True,1.587302,8.465608,1.587302,3.174603,1.587302,1.587302,15.873016,3.174603,1.587302,3.174603,3.174603,15.873016,1.587302,1.587302,1.587302,1.587302,3.174603,10.582011,15.873016,3.174603
gemini_fundamental_002_20260428T200137002487,1,fundamental,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:01:46.639152,1,True,8.80829,9.84456,8.290155,2.072539,2.072539,3.108808,6.735751,4.145078,3.626943,2.590674,4.663212,3.108808,4.145078,3.626943,7.772021,10.362694,5.699482,6.217617,1.036269,2.072539
gemini_control_016_20260428T200148645823,0,control,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:01:57.835302,1,True,7.0,11.0,9.0,2.5,5.0,1.5,5.0,2.5,3.5,3.0,4.0,3.5,3.0,3.0,8.0,12.0,5.5,6.5,2.0,2.5
gemini_technical_002_20260428T200159841887,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:02:44.737059,3,True,1.010101,8.080808,1.010101,2.020202,1.010101,1.010101,12.121212,2.020202,1.010101,2.020202,3.030303,16.161616,1.010101,1.010101,1.010101,1.010101,3.030303,10.10101,12.121212,20.20202
gemini_technical_022_20260428T200246743805,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:02:58.466920,1,True,1.237345,9.111361,1.237345,2.924634,1.124859,1.124859,14.3982,2.812148,1.124859,1.912261,3.374578,15.973003,1.124859,1.349831,1.237345,1.462317,4.611924,10.686164,13.498313,9.673791
gemini_combined_007_20260428T200300468948,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:03:12.381344,1,True,2.941176,10.0,4.705882,2.352941,1.176471,2.941176,11.176471,4.117647,2.352941,1.764706,4.117647,9.411765,1.764706,2.352941,3.529412,9.411765,4.705882,11.764706,5.882353,3.529412
gemini_fundamental_021_20260428T200314387582,1,fundamental,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:03:25.691400,1,True,6.989247,9.139785,9.677419,2.150538,2.150538,3.225806,7.526882,4.301075,4.83871,3.763441,3.763441,2.688172,3.225806,3.225806,8.064516,10.752688,6.451613,5.376344,0.537634,2.150538
gemini_technical_008_20260428T200327699401,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:04:07.270873,3,True,1.111111,7.777778,1.111111,2.222222,1.111111,1.111111,18.888889,1.666667,1.111111,1.111111,2.777778,21.666667,1.111111,1.111111,1.111111,1.111111,2.777778,17.777778,11.111111,2.222222
gemini_control_008_20260428T200409277177,0,control,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:04:21.808599,1,True,7.792208,11.688312,7.792208,3.896104,5.894106,1.998002,5.894106,2.897103,3.396603,2.897103,3.396603,2.397602,3.896104,3.896104,6.793207,9.79021,4.895105,7.792208,1.998002,0.999001
gemini_technical_001_20260428T200423817681,2,technical,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:04:36.042356,1,True,1.156069,9.248555,1.156069,2.890173,1.156069,1.156069,16.763006,1.734104,1.156069,1.156069,5.202312,18.49711,1.156069,1.156069,1.156069,1.156069,4.624277,12.138728,13.872832,3.468208
gemini_combined_008_20260428T200438054519,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:04:51.907626,1,True,2.57732,12.371134,7.216495,2.57732,1.546392,3.092784,9.278351,3.092784,3.608247,2.061856,4.123711,7.731959,2.061856,2.57732,4.123711,6.185567,4.639175,10.309278,5.154639,5.670103
gemini_combined_018_20260428T200453918588,3,combined,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:05:06.148657,1,True,2.645503,12.698413,5.291005,2.116402,1.058201,1.587302,10.05291,3.174603,2.645503,1.587302,3.703704,8.465608,2.116402,2.645503,4.761905,8.994709,4.232804,12.169312,6.878307,3.174603
gemini_control_007_20260428T200508160337,0,control,gemini/gemini-2.5-pro,gemini,0.7,2026-04-28T20:05:19.767362,1,True,6.532663,11.055276,8.542714,3.015075,5.527638,2.01005,5.025126,3.015075,4.020101,3.517588,3.517588,3.015075,4.020101,2.512563,7.035176,12.060302,4.522613,8.040201,1.507538,1.507538
